"Year","Geo","State","Region","Commodity","Measure","Unit","type","Treatment","Name","ID","Value"
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED - FOR PESTS DUE TO A PEST ADVISORY WARNING)",NA,1
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED - FOR PESTS DUE TO A PEST DEVELOPMENT MODEL)",NA,9
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED - FOR PESTS OR BENEFICIAL ORGANISMS - NOT SCOUTED)",NA,2
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED - FOR PESTS OR BENEFICIAL ORGANISMS BY CONDUCTING GENERAL OBSERVATIONS WHILE PERFORMING ROUTINE TASKS)",NA,22
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED - FOR PESTS OR BENEFICIAL ORGANISMS BY DELIBERATELY GOING TO THE CROP ACRES OR GROWING AREAS)",NA,76
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR DISEASES - BY EMPLOYEE)",NA,41
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR DISEASES - BY FARM SUPPLY COMPANY OR CHEMICAL DEALER)",NA,20
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR DISEASES - BY INDEPENDENT CROP CONSULTANT OR COMMERICAL SCOUT)",NA,1
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR DISEASES - BY OPERATOR",NA,38
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR DISEASES - BY OTHER)",NA,0
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR DISEASES - BY PROCESSOR)",NA,0
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR DISEASES)",NA,94
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES - BY EMPLOYEE)",NA,44
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES - BY FARM SUPPLY COMPANY OR CHEMICAL DEALER)",NA,19
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES - BY INDEPENDENT CROP CONSULTANT OR COMMERICAL SCOUT)",NA,1
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES - BY OPERATOR",NA,36
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES - BY OTHER)",NA,0
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES - BY PROCESSOR)",NA,0
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES)",NA,98
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR WEEDS - BY EMPLOYEE)",NA,41
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR WEEDS - BY FARM SUPPLY COMPANY OR CHEMICAL DEALER)",NA,20
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR WEEDS - BY INDEPENDENT CROP CONSULTANT OR COMMERICAL SCOUT)",NA,1
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR WEEDS - BY OPERATOR",NA,38
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR WEEDS - BY OTHER)",NA,0
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR WEEDS - BY PROCESSOR)",NA,0
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR WEEDS)",NA,94
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","WEATHER DATA USED TO ASSIST DECISIONS)",NA,90
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","WRITTEN OR ELECTRONIC RECORDS KEPT TO TRACK THE ACTIVITY OF PESTS)",NA,39
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," PREVENTION","CROP ACRES CULTIVATED FOR WEED CONTROL)",NA,98
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," PREVENTION","EQUIPMENT & IMPLEMENTS CLEANED AFTER FIELD WORK TO REDUCE SPREAD OF PESTS)",NA,86
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," PREVENTION","FIELD EDGES",NA,98
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," PREVENTION","NO-TILL OR MINIMUM TILL USED)",NA,39
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," PREVENTION","PLOWED DOWN CROP RESIDUE USING CONVENTIONAL TILLAGE)",NA,79
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," PREVENTION","WATER MGMT PRACTICES USED)",NA,47
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," SUPPRESSION","BENEFICIAL ORGANISMS APPLIED OR RELEASED)",NA,8
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," SUPPRESSION","BIOLOGICAL PESTICIDES APPLIED)",NA,9
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," SUPPRESSION","FLORAL LURES",NA,33
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," SUPPRESSION","GROUND COVERS",NA,26
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," SUPPRESSION","PESTICIDES WITH DIFFERENT MECHANISMS OF ACTION USED TO KEEP PEST FROM BECOMING RESISTANT TO PESTICIDES)",NA,82
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," SUPPRESSION","SCOUTING DATA COMPARED TO PUBLISHED INFORMATION TO ASSIST DECISIONS)",NA,12
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," SUPPRESSION","TRAP CROP GROWN TO MANAGE INSECTS)",NA,0
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," AVOIDANCE","CROP OR PLANT VARIETY CHOSEN FOR SPECIFIC PEST RESISTANCE)",NA,30
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," AVOIDANCE","PLANTING LOCATIONS PLANNED TO AVOID CROSS INFESTATION OF PESTS)",NA,53
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," AVOIDANCE","PLANTING OR HARVESTING DATES ADJUSTED)",NA,27
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," AVOIDANCE","ROTATED CROPS DURING PAST 3 YEARS)",NA,100
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," AVOIDANCE","ROW SPACING",NA,0
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","DIAGNOSTIC LABORATORY SERVICES USED FOR PEST DETECTION VIA SOIL OR PLANT TISSUE ANALYSIS)",NA,12
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","FIELD MAPPING DATA USED TO ASSIST DECISIONS)",NA,6
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED - ESTABLISHED PROCESS USED)",NA,46
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED - FOR PESTS DUE TO A PEST ADVISORY WARNING)",NA,6
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED - FOR PESTS DUE TO A PEST DEVELOPMENT MODEL)",NA,12
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED - FOR PESTS OR BENEFICIAL ORGANISMS - NOT SCOUTED)",NA,12
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED - FOR PESTS OR BENEFICIAL ORGANISMS BY CONDUCTING GENERAL OBSERVATIONS WHILE PERFORMING ROUTINE TASKS)",NA,35
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED - FOR PESTS OR BENEFICIAL ORGANISMS BY DELIBERATELY GOING TO THE CROP ACRES OR GROWING AREAS)",NA,54
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED FOR DISEASES - BY EMPLOYEE)",NA,16
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED FOR DISEASES - BY FARM SUPPLY COMPANY OR CHEMICAL DEALER)",NA,15
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED FOR DISEASES - BY INDEPENDENT CROP CONSULTANT OR COMMERICAL SCOUT)",NA,8
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED FOR DISEASES - BY OPERATOR",NA,61
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED FOR DISEASES - BY OTHER)",NA,0
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED FOR DISEASES - BY PROCESSOR)",NA,0
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED FOR DISEASES)",NA,81
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES - BY EMPLOYEE)",NA,23
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES - BY FARM SUPPLY COMPANY OR CHEMICAL DEALER)",NA,14
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES - BY INDEPENDENT CROP CONSULTANT OR COMMERICAL SCOUT)",NA,7
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES - BY OPERATOR",NA,56
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES - BY OTHER)",NA,0
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES - BY PROCESSOR)",NA,0
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES)",NA,88
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED FOR WEEDS - BY EMPLOYEE)",NA,16
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED FOR WEEDS - BY FARM SUPPLY COMPANY OR CHEMICAL DEALER)",NA,15
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED FOR WEEDS - BY INDEPENDENT CROP CONSULTANT OR COMMERICAL SCOUT)",NA,8
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED FOR WEEDS - BY OPERATOR",NA,61
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED FOR WEEDS - BY OTHER)",NA,0
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED FOR WEEDS - BY PROCESSOR)",NA,0
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","SCOUTED FOR WEEDS)",NA,81
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","WEATHER DATA USED TO ASSIST DECISIONS)",NA,83
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," MONITORING","WRITTEN OR ELECTRONIC RECORDS KEPT TO TRACK THE ACTIVITY OF PESTS)",NA,52
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," PREVENTION","CROP ACRES CULTIVATED FOR WEED CONTROL)",NA,88
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," PREVENTION","EQUIPMENT & IMPLEMENTS CLEANED AFTER FIELD WORK TO REDUCE SPREAD OF PESTS)",NA,66
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," PREVENTION","FIELD EDGES",NA,88
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," PREVENTION","NO-TILL OR MINIMUM TILL USED)",NA,13
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," PREVENTION","PLOWED DOWN CROP RESIDUE USING CONVENTIONAL TILLAGE)",NA,61
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," PREVENTION","WATER MGMT PRACTICES USED)",NA,58
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," SUPPRESSION","BENEFICIAL ORGANISMS APPLIED OR RELEASED)",NA,6
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," SUPPRESSION","BIOLOGICAL PESTICIDES APPLIED)",NA,11
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," SUPPRESSION","FLORAL LURES",NA,40
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," SUPPRESSION","GROUND COVERS",NA,28
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," SUPPRESSION","PESTICIDES WITH DIFFERENT MECHANISMS OF ACTION USED TO KEEP PEST FROM BECOMING RESISTANT TO PESTICIDES)",NA,66
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," SUPPRESSION","SCOUTING DATA COMPARED TO PUBLISHED INFORMATION TO ASSIST DECISIONS)",NA,23
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF OPERATIONS","PRACTICE"," SUPPRESSION","TRAP CROP GROWN TO MANAGE INSECTS)",NA,0
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," AVOIDANCE","CROP OR PLANT VARIETY CHOSEN FOR SPECIFIC PEST RESISTANCE)",NA,72
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," AVOIDANCE","PLANTING LOCATIONS PLANNED TO AVOID CROSS INFESTATION OF PESTS)",NA,55
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," AVOIDANCE","PLANTING OR HARVESTING DATES ADJUSTED)",NA,33
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," AVOIDANCE","ROTATED CROPS DURING PAST 3 YEARS)",NA,87
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," AVOIDANCE","ROW SPACING",NA,39
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","DIAGNOSTIC LABORATORY SERVICES USED FOR PEST DETECTION VIA SOIL OR PLANT TISSUE ANALYSIS)",NA,79
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","FIELD MAPPING DATA USED TO ASSIST DECISIONS)",NA,44
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED - ESTABLISHED PROCESS USED)",NA,39
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED - FOR PESTS DUE TO A PEST ADVISORY WARNING)",NA,10
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED - FOR PESTS DUE TO A PEST DEVELOPMENT MODEL)",NA,24
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED - FOR PESTS OR BENEFICIAL ORGANISMS BY CONDUCTING GENERAL OBSERVATIONS WHILE PERFORMING ROUTINE TASKS)",NA,40
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED - FOR PESTS OR BENEFICIAL ORGANISMS BY DELIBERATELY GOING TO THE CROP ACRES OR GROWING AREAS)",NA,60
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR DISEASES - BY EMPLOYEE)",NA,26
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR DISEASES - BY FARM SUPPLY COMPANY OR CHEMICAL DEALER)",NA,0
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR DISEASES - BY INDEPENDENT CROP CONSULTANT OR COMMERICAL SCOUT)",NA,43
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR DISEASES - BY OPERATOR",NA,31
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR DISEASES - BY PROCESSOR)",NA,0
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR DISEASES)",NA,100
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES - BY EMPLOYEE)",NA,21
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES - BY FARM SUPPLY COMPANY OR CHEMICAL DEALER)",NA,0
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES - BY INDEPENDENT CROP CONSULTANT OR COMMERICAL SCOUT)",NA,48
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES - BY OPERATOR",NA,31
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES - BY PROCESSOR)",NA,0
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR INSECTS & MITES)",NA,100
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR WEEDS - BY EMPLOYEE)",NA,27
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR WEEDS - BY FARM SUPPLY COMPANY OR CHEMICAL DEALER)",NA,0
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR WEEDS - BY INDEPENDENT CROP CONSULTANT OR COMMERICAL SCOUT)",NA,41
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR WEEDS - BY OPERATOR",NA,31
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR WEEDS - BY PROCESSOR)",NA,0
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","SCOUTED FOR WEEDS)",NA,97
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","WEATHER DATA USED TO ASSIST DECISIONS)",NA,99
2014,"STATE",TRUE,NA,"VEGETABLE TOTALS"," PEST MGMT"," MEASURED IN PCT OF AREA PLANTED","PRACTICE"," MONITORING","WRITTEN OR ELECTRONIC RECORDS KEPT TO TRACK THE ACTIVITY OF PESTS)",NA,75
